-8	-8	-15.9620696401069
-8	-7.9	-16.1691805854972
-8	-7.8	-16.6751047295104
-8	-7.7	-17.1458864300378
-8	-7.6	-17.4175152663254
-8	-7.5	-17.4767434369365
-8	-7.4	-17.3354670069738
-8	-7.3	-16.9818100284703
-8	-7.2	-16.4290404320952
-8	-7.1	-15.8411887919723
-8	-7	-15.5522309396427
-8	-6.9	-15.7583516565508
-8	-6.8	-16.2633901613746
-8	-6.7	-16.7333946316979
-8	-6.6	-17.0043585204539
-8	-6.5	-17.0630379507469
-8	-6.4	-16.9213329596
-8	-6.3	-16.5673716145256
-8	-6.2	-16.0144259010471
-8	-6.1	-15.426530482955
-8	-6	-15.1376653113157
-8	-5.9	-15.344019311596
-8	-5.8	-15.849435865211
-8	-5.7	-16.3199673249808
-8	-5.6	-16.5916113249132
-8	-5.5	-16.6511281679069
-8	-5.4	-16.5104220619158
-8	-5.3	-16.1576252284602
-8	-5.2	-15.6060137816093
-8	-5.1	-15.0196264792119
-8	-5	-14.7324473223918
-8	-4.9	-14.9406692326699
-8	-4.8	-15.448139523025
-8	-4.7	-15.9209144023818
-8	-4.6	-16.1949952739531
-8	-4.5	-16.2571461110423
-8	-4.4	-16.119274680862
-8	-4.3	-15.7695166402737
-8	-4.2	-15.2211514015969
-8	-4.1	-14.6382208702918
-8	-4	-14.3547120305642
-8	-3.9	-14.5668206082929
-8	-3.8	-15.0783965276309
-8	-3.7	-15.5554984008194
-8	-3.6	-15.8341298116898
-8	-3.5	-15.9010566765205
-8	-3.4	-15.7681884528636
-8	-3.3	-15.4236622203169
-8	-3.2	-14.8807585314593
-8	-3.1	-14.3035201348334
-8	-3	-14.0259345461042
-8	-2.9	-14.2441976968813
-8	-2.8	-14.7621593776469
-8	-2.7	-15.2458777144196
-8	-2.6	-15.5313554397288
-8	-2.5	-15.6053572416637
-8	-2.4	-15.4797909617126
-8	-2.3	-15.1427916654693
-8	-2.2	-14.6076374845266
-8	-2.1	-14.0383683315393
-8	-2	-13.7689684646868
-8	-1.9	-13.995630131115
-8	-1.8	-14.522199005893
-8	-1.7	-15.0147286662013
-8	-1.6	-15.3092168614059
-8	-1.5	-15.3924228628529
-8	-1.4	-15.2762486641683
-8	-1.3	-14.9488230561897
-8	-1.2	-14.4234174748971
-8	-1.1	-13.8640647243573
-8	-1	-13.6047415509308
-8	-0.899999999999999	-13.8416322983309
-8	-0.8	-14.3785743600612
-8	-0.699999999999999	-14.8816126689295
-8	-0.6	-15.1867359842549
-8	-0.5	-15.2806942605551
-8	-0.399999999999999	-15.1753798684313
-8	-0.3	-14.8589116916979
-8	-0.199999999999999	-14.3445509990325
-8	-0.1	-13.7963201920492
-8	0	-13.5481854059273
-8	0.1	-13.7963201920492
-8	0.200000000000001	-14.3445509990325
-8	0.300000000000001	-14.8589116916979
-8	0.4	-15.1753798684313
-8	0.5	-15.2806942605551
-8	0.6	-15.1867359842549
-8	0.700000000000001	-14.8816126689295
-8	0.800000000000001	-14.3785743600612
-8	0.9	-13.8416322983309
-8	1	-13.6047415509308
-8	1.1	-13.8640647243573
-8	1.2	-14.4234174748971
-8	1.3	-14.9488230561897
-8	1.4	-15.2762486641683
-8	1.5	-15.3924228628529
-8	1.6	-15.3092168614059
-8	1.7	-15.0147286662013
-8	1.8	-14.522199005893
-8	1.9	-13.995630131115
-8	2	-13.7689684646868
-8	2.1	-14.0383683315393
