-8	-8	-1.14988174164439
-8	-7.9	-1.14316386579476
-8	-7.8	-1.13589341549695
-8	-7.7	-1.12810476617575
-8	-7.6	-1.11983490816128
-8	-7.5	-1.11112326181437
-8	-7.4	-1.10201148050682
-8	-7.3	-1.09254324244139
-8	-7.2	-1.08276403235167
-8	-7.1	-1.07272091417325
-8	-7	-1.06246229582202
-8	-6.9	-1.0520376872554
-8	-6.8	-1.04149745302578
-8	-6.7	-1.03089256056254
-8	-6.6	-1.02027432544118
-8	-6.5	-1.00969415491225
-8	-6.4	-0.999203290972235
-8	-6.3	-0.988852554260267
-8	-6.2	-0.978692090060814
-8	-6.1	-0.968771117681701
-8	-6	-0.959137684460093
-8	-5.9	-0.949838425625894
-8	-5.8	-0.940918331222737
-8	-5.7	-0.932420521251476
-8	-5.6	-0.924386030160007
-8	-5.5	-0.916853601756498
-8	-5.4	-0.909859495571049
-8	-5.3	-0.903437305633577
-8	-5.2	-0.897617792573633
-8	-5.1	-0.892428729881338
-8	-5	-0.887894765097776
-8	-4.9	-0.884037296628632
-8	-4.8	-0.880874366796738
-8	-4.7	-0.878420571668039
-8	-4.6	-0.876686988101667
-8	-4.5	-0.875681118388716
-8	-4.4	-0.875406852756418
-8	-4.3	-0.875864449925108
-8	-4.2	-0.87705053581516
-8	-4.1	-0.878958120410359
-8	-4	-0.881576632693421
-8	-3.9	-0.88489197347906
-8	-3.8	-0.888886585880546
-8	-3.7	-0.89353954305757
-8	-3.6	-0.898826652806851
-8	-3.5	-0.904720578472764
-8	-3.4	-0.911190975573676
-8	-3.3	-0.918204643461143
-8	-3.2	-0.925725691254003
-8	-3.1	-0.933715717218014
-8	-3	-0.94213400069454
-8	-2.9	-0.950937705619022
-8	-2.8	-0.960082094612072
-8	-2.7	-0.969520752573187
-8	-2.6	-0.979205818659566
-8	-2.5	-0.989088225490631
-8	-2.4	-0.999117944382723
-8	-2.3	-1.00924423538831
-8	-2.2	-1.01941590089005
-8	-2.1	-1.0295815414822
-8	-2	-1.0396898128606
-8	-1.9	-1.04968968243727
-8	-1.8	-1.059530684397
-8	-1.7	-1.06916317192134
-8	-1.6	-1.07853856531926
-8	-1.5	-1.08760959482444
-8	-1.4	-1.09633053684562
-8	-1.3	-1.10465744248929
-8	-1.2	-1.11254835721269
-8	-1.1	-1.11996353050903
-8	-1	-1.12686561457732
-8	-0.899999999999999	-1.13321985098352
-8	-0.8	-1.13899424438031
-8	-0.699999999999999	-1.14415972241724
-8	-0.6	-1.14869028104184
-8	-0.5	-1.15256311446578
-8	-0.399999999999999	-1.15575872914627
-8	-0.3	-1.15826104121321
-8	-0.199999999999999	-1.160057456855
-8	-0.1	-1.16113893526137
-8	0	-1.16150003380861
-8	0.1	-1.16113893526137
-8	0.200000000000001	-1.160057456855
-8	0.300000000000001	-1.15826104121321
-8	0.4	-1.15575872914627
-8	0.5	-1.15256311446578
-8	0.6	-1.14869028104184
